OmaTunniste,OmaItä,OmaPohjoinen,Kunta,vuosi,kk,siteid,longitude,latitude,rainfall_sum,t_mean_avg,t_mean_min,t_mean_max,rainfall_stddev
Tampere,3335000,6835000,Tampere,1961,1,833,3335000,6835000,40,-5.364516139,-18.4,0.8,2.326564683
Tampere,3335000,6835000,Tampere,1961,2,833,3335000,6835000,16,-1.857142814,-11.4,2.2,0.959497223
Tampere,3335000,6835000,Tampere,1961,3,833,3335000,6835000,20,-1.24193546,-10.2,5.8,1.871690628
Tampere,3335000,6835000,Tampere,1961,4,833,3335000,6835000,9,1.363333296,-6.8,10.4,0.91538573
Tampere,3335000,6835000,Tampere,1961,5,833,3335000,6835000,41,9.212903207,2,20.3,4.229949541
Tampere,3335000,6835000,Tampere,1961,6,833,3335000,6835000,95,16.04333318,11.1,21,5.052028158
Tampere,3335000,6835000,Tampere,1961,7,833,3335000,6835000,102,15.31612904,11.4,18.7,5.871930678
Tampere,3335000,6835000,Tampere,1961,8,833,3335000,6835000,147,13.14516129,9.6,20.4,10.26634548
Tampere,3335000,6835000,Tampere,1961,9,833,3335000,6835000,14,8.966666635,4.9,13.1,1.736689942
Tampere,3335000,6835000,Tampere,1961,10,833,3335000,6835000,46,8.151612943,4.6,13.5,2.942458923
Tampere,3335000,6835000,Tampere,1961,11,833,3335000,6835000,25,1.133333327,-5.1,7.8,2.11860939
Tampere,3335000,6835000,Tampere,1961,12,833,3335000,6835000,27,-6.445161239,-20.3,2,2.012327599
Tampere,3335000,6835000,Tampere,1962,1,833,3335000,6835000,33,-5.464516127,-21.4,2.5,2.264736686
Tampere,3335000,6835000,Tampere,1962,2,833,3335000,6835000,37,-6.464285688,-16.4,0.5,2.000991818
Tampere,3335000,6835000,Tampere,1962,3,833,3335000,6835000,13,-9.222580646,-19.1,-0.7,1.336018801
Tampere,3335000,6835000,Tampere,1962,4,833,3335000,6835000,37,3.520000015,-0.6,7.8,2.500804468
Tampere,3335000,6835000,Tampere,1962,5,833,3335000,6835000,28,7.903225845,1.7,11.9,1.640220284
Tampere,3335000,6835000,Tampere,1962,6,833,3335000,6835000,51,11.39333339,5.3,16.2,3.052980454
Tampere,3335000,6835000,Tampere,1962,7,833,3335000,6835000,49,13.63870975,10.7,16.6,2.849259477
Tampere,3335000,6835000,Tampere,1962,8,833,3335000,6835000,52,11.89032265,9.3,14,2.226912613
Tampere,3335000,6835000,Tampere,1962,9,833,3335000,6835000,68,8.573333375,5.8,12.7,3.638238806
Tampere,3335000,6835000,Tampere,1962,10,833,3335000,6835000,54,5.929032227,-0.4,12.4,4.441979603
Tampere,3335000,6835000,Tampere,1962,11,833,3335000,6835000,38,0.319999993,-5.5,8.3,2.31834265
Tampere,3335000,6835000,Tampere,1962,12,833,3335000,6835000,22,-8.658064507,-25,2.8,2.238951367
Tampere,3335000,6835000,Tampere,1963,1,833,3335000,6835000,25,-10.89354834,-23.1,-3.8,1.851474275
Tampere,3335000,6835000,Tampere,1963,2,833,3335000,6835000,7,-12.33214292,-20.1,-3.5,0.585314097
Tampere,3335000,6835000,Tampere,1963,3,833,3335000,6835000,7,-9.506451559,-18.3,-0.6,0.668813747
Tampere,3335000,6835000,Tampere,1963,4,833,3335000,6835000,25,2.013333329,-8.7,7.6,2.245045631
Tampere,3335000,6835000,Tampere,1963,5,833,3335000,6835000,36,12.03548394,4.7,19.1,2.841323332
Tampere,3335000,6835000,Tampere,1963,6,833,3335000,6835000,30,13.20999991,8.2,17.9,1.947589137
Tampere,3335000,6835000,Tampere,1963,7,833,3335000,6835000,51,15.73225809,11.5,22.2,2.994977875
Tampere,3335000,6835000,Tampere,1963,8,833,3335000,6835000,85,15.17741942,12.2,22.6,4.973045626
Tampere,3335000,6835000,Tampere,1963,9,833,3335000,6835000,56,11.68999988,6,20.3,4.133407489
Tampere,3335000,6835000,Tampere,1963,10,833,3335000,6835000,77,4.735483885,-1.1,8,4.342587307
Tampere,3335000,6835000,Tampere,1963,11,833,3335000,6835000,39,-1.106666667,-9.8,5.2,2.276567289
Tampere,3335000,6835000,Tampere,1963,12,833,3335000,6835000,7,-5.145161286,-16.7,1.7,0.616964473
Tampere,3335000,6835000,Tampere,1964,1,833,3335000,6835000,9,-3.632258029,-13.2,1.4,0.69250985
Tampere,3335000,6835000,Tampere,1964,2,833,3335000,6835000,19,-11.24482757,-23.1,-0.9,1.518360537
Tampere,3335000,6835000,Tampere,1964,3,833,3335000,6835000,2,-6.154838758,-13,1.5,0.249731038
Tampere,3335000,6835000,Tampere,1964,4,833,3335000,6835000,18,2.346666694,-2.2,10.5,1.452702594
Tampere,3335000,6835000,Tampere,1964,5,833,3335000,6835000,33,8.735483816,4.4,15.3,2.365522971
Tampere,3335000,6835000,Tampere,1964,6,833,3335000,6835000,31,13.11666665,7.5,22,2.965122936
Tampere,3335000,6835000,Tampere,1964,7,833,3335000,6835000,33,15.30645155,10.6,20.7,2.322864379
Tampere,3335000,6835000,Tampere,1964,8,833,3335000,6835000,44,13.45806442,9.6,19.2,1.96255265
Tampere,3335000,6835000,Tampere,1964,9,833,3335000,6835000,58,9.056666692,5.5,14.8,3.004976715
Tampere,3335000,6835000,Tampere,1964,10,833,3335000,6835000,30,6.280645155,2.3,11.5,2.509765872
Tampere,3335000,6835000,Tampere,1964,11,833,3335000,6835000,26,-1.430000026,-10,5.1,1.995397002
Tampere,3335000,6835000,Tampere,1964,12,833,3335000,6835000,53,-3.403225811,-14.8,4.7,3.532643471
Tampere,3335000,6835000,Tampere,1965,1,833,3335000,6835000,32,-4.47096777,-18.6,2.1,1.601746359
Tampere,3335000,6835000,Tampere,1965,2,833,3335000,6835000,16,-8.48571437,-22.2,-0.2,1.136224138
Tampere,3335000,6835000,Tampere,1965,3,833,3335000,6835000,10,-4.941935447,-16.8,1.6,0.652538468
Tampere,3335000,6835000,Tampere,1965,4,833,3335000,6835000,9,2.689999991,-6.2,8.2,0.952311163
Tampere,3335000,6835000,Tampere,1965,5,833,3335000,6835000,13,6.116129091,2.1,12.6,1.232184877
Tampere,3335000,6835000,Tampere,1965,6,833,3335000,6835000,18,14.38333333,8.2,18.6,1.132589343
Tampere,3335000,6835000,Tampere,1965,7,833,3335000,6835000,73,13.59354841,9.5,19.2,3.3120828
Tampere,3335000,6835000,Tampere,1965,8,833,3335000,6835000,59,13.3935485,8.8,19.7,3.918799465
Tampere,3335000,6835000,Tampere,1965,9,833,3335000,6835000,58,11.49333336,7.4,15.2,2.970351579
Tampere,3335000,6835000,Tampere,1965,10,833,3335000,6835000,37,4.822580676,-0.3,9.1,2.482194658
Tampere,3335000,6835000,Tampere,1965,11,833,3335000,6835000,28,-5.863333293,-18,6.1,2.196130348
Tampere,3335000,6835000,Tampere,1965,12,833,3335000,6835000,57,-6.277419392,-17.6,-0.8,2.634347158
Tampere,3335000,6835000,Tampere,1966,1,833,3335000,6835000,22,-14.91290328,-23.6,-6.6,1.865360526
Tampere,3335000,6835000,Tampere,1966,2,833,3335000,6835000,27,-15.76071427,-32,-0.2,1.621205378
Tampere,3335000,6835000,Tampere,1966,3,833,3335000,6835000,28,-4.277419368,-15.5,2,1.850312383
Tampere,3335000,6835000,Tampere,1966,4,833,3335000,6835000,43,-0.40333333,-8.8,6,2.775301578
Tampere,3335000,6835000,Tampere,1966,5,833,3335000,6835000,15,9.006451676,1.7,18.3,1.207503423
Tampere,3335000,6835000,Tampere,1966,6,833,3335000,6835000,41,16.42666664,9.2,22.4,2.355965771
Tampere,3335000,6835000,Tampere,1966,7,833,3335000,6835000,71,16.46774184,12.1,21.8,4.100354037
Tampere,3335000,6835000,Tampere,1966,8,833,3335000,6835000,60,13.36774195,9.5,18,4.130661641
Tampere,3335000,6835000,Tampere,1966,9,833,3335000,6835000,64,7.776666685,1.1,13.4,3.919300899
Tampere,3335000,6835000,Tampere,1966,10,833,3335000,6835000,64,4.064516171,-4,9.9,2.943189697
Tampere,3335000,6835000,Tampere,1966,11,833,3335000,6835000,54,1.049999988,-6.9,6.4,3.585411052
Tampere,3335000,6835000,Tampere,1966,12,833,3335000,6835000,35,-5.503225795,-18.1,1.5,1.784039153
Tampere,3335000,6835000,Tampere,1967,1,833,3335000,6835000,14,-12.87419338,-31,-0.2,0.960510617
Tampere,3335000,6835000,Tampere,1967,2,833,3335000,6835000,24,-6.289285689,-17,0.4,1.532712089
Tampere,3335000,6835000,Tampere,1967,3,833,3335000,6835000,35,0.274193534,-4.9,4,1.875134404
Tampere,3335000,6835000,Tampere,1967,4,833,3335000,6835000,32,2.026666653,-1.7,7,2.303420745
Tampere,3335000,6835000,Tampere,1967,5,833,3335000,6835000,57,8.503225836,-1.1,18.2,2.989947315
Tampere,3335000,6835000,Tampere,1967,6,833,3335000,6835000,37,13.0899999,6.5,18.8,2.430883667
Tampere,3335000,6835000,Tampere,1967,7,833,3335000,6835000,20,16.1967743,12.7,20,2.402060048
Tampere,3335000,6835000,Tampere,1967,8,833,3335000,6835000,95,15.53225791,11.8,23,4.25782013
Tampere,3335000,6835000,Tampere,1967,9,833,3335000,6835000,64,11.01333335,5.2,16.2,3.170264139
Tampere,3335000,6835000,Tampere,1967,10,833,3335000,6835000,110,6.825806472,0.5,11.6,3.914406806
Tampere,3335000,6835000,Tampere,1967,11,833,3335000,6835000,36,2.446666669,-5,9.5,2.412610548
Tampere,3335000,6835000,Tampere,1967,12,833,3335000,6835000,26,-11.44516128,-26,1.9,1.61445087
Tampere,3335000,6835000,Tampere,1968,1,833,3335000,6835000,26,-16.32258065,-30.8,-1.3,1.462800378
Tampere,3335000,6835000,Tampere,1968,2,833,3335000,6835000,13,-6.299999982,-17,1.6,1.088452601
Tampere,3335000,6835000,Tampere,1968,3,833,3335000,6835000,37,-2.203225774,-10.9,5.7,1.74010258
Tampere,3335000,6835000,Tampere,1968,4,833,3335000,6835000,40,3.249999994,-4.8,9.3,3.21990933
Tampere,3335000,6835000,Tampere,1968,5,833,3335000,6835000,44,6.751612909,1.1,13.1,2.526845115
Tampere,3335000,6835000,Tampere,1968,6,833,3335000,6835000,38,15.86999992,11.3,21.5,3.850063442
Tampere,3335000,6835000,Tampere,1968,7,833,3335000,6835000,37,14.79677428,11,22.6,3.859355342
Tampere,3335000,6835000,Tampere,1968,8,833,3335000,6835000,54,14.9419356,11.2,19.2,3.530512162
Tampere,3335000,6835000,Tampere,1968,9,833,3335000,6835000,57,9.136666644,0.5,18,3.4874158
Tampere,3335000,6835000,Tampere,1968,10,833,3335000,6835000,51,0.983870961,-6.6,7.2,3.006087015
Tampere,3335000,6835000,Tampere,1968,11,833,3335000,6835000,55,-3.063333324,-13,2.9,3.484778065
Tampere,3335000,6835000,Tampere,1968,12,833,3335000,6835000,36,-2.896774162,-12.9,1.1,2.437167402
Tampere,3335000,6835000,Tampere,1969,1,833,3335000,6835000,32,-11.2774194,-27.2,-1.7,2.136724455
Tampere,3335000,6835000,Tampere,1969,2,833,3335000,6835000,25,-10.97499994,-20.1,-1.3,1.423071423
Tampere,3335000,6835000,Tampere,1969,3,833,3335000,6835000,0,-6.932258098,-13.8,0.6,0
Tampere,3335000,6835000,Tampere,1969,4,833,3335000,6835000,36,2.403333349,-2.2,6.6,2.187740135
Tampere,3335000,6835000,Tampere,1969,5,833,3335000,6835000,41,8.03548391,1.1,12.8,3.340529866
Tampere,3335000,6835000,Tampere,1969,6,833,3335000,6835000,20,15.0733333,5.5,21.5,1.397863723
Tampere,3335000,6835000,Tampere,1969,7,833,3335000,6835000,47,16.32580646,11.4,22.2,2.896790957
Tampere,3335000,6835000,Tampere,1969,8,833,3335000,6835000,43,15.89354841,12.2,20.5,4.609247367
Tampere,3335000,6835000,Tampere,1969,9,833,3335000,6835000,67,8.986666739,1.9,16.6,3.910051885
Tampere,3335000,6835000,Tampere,1969,10,833,3335000,6835000,32,4.493548414,-4.1,9.8,2.726216804
Tampere,3335000,6835000,Tampere,1969,11,833,3335000,6835000,75,-1.270000003,-8.5,4.4,3.287908884
Tampere,3335000,6835000,Tampere,1969,12,833,3335000,6835000,11,-9.325806414,-25.4,0,1.279280712
Tampere,3335000,6835000,Tampere,1970,1,833,3335000,6835000,13,-10.94516122,-22.3,-4.2,1.285150926
Tampere,3335000,6835000,Tampere,1970,2,833,3335000,6835000,19,-14.0964285,-24.9,-5.1,1.362284884
Tampere,3335000,6835000,Tampere,1970,3,833,3335000,6835000,41,-2.829032267,-8.5,0.7,2.211893559
Tampere,3335000,6835000,Tampere,1970,4,833,3335000,6835000,47,0.609999993,-6.9,3.2,2.299675139
Tampere,3335000,6835000,Tampere,1970,5,833,3335000,6835000,16,8.996774227,4.8,14.1,1.567821583
Tampere,3335000,6835000,Tampere,1970,6,833,3335000,6835000,19,16.88333333,10.4,20.6,1.973677354
Tampere,3335000,6835000,Tampere,1970,7,833,3335000,6835000,98,15.84838707,12.6,21.4,4.148066009
Tampere,3335000,6835000,Tampere,1970,8,833,3335000,6835000,41,14.39032256,8.6,17.9,2.612624438
Tampere,3335000,6835000,Tampere,1970,9,833,3335000,6835000,58,9.093333348,2.6,16.2,2.740920225
Tampere,3335000,6835000,Tampere,1970,10,833,3335000,6835000,37,3.354838703,-4.2,8.2,3.02676235
Tampere,3335000,6835000,Tampere,1970,11,833,3335000,6835000,48,-2.223333309,-10.4,2.5,2.647054316
Tampere,3335000,6835000,Tampere,1970,12,833,3335000,6835000,42,-3.625806453,-13.1,3.8,3.006087015
Tampere,3335000,6835000,Tampere,1971,1,833,3335000,6835000,34,-3.432258015,-17.5,3.8,1.832208844
Tampere,3335000,6835000,Tampere,1971,2,833,3335000,6835000,28,-7.371428568,-15.8,0.4,1.465656218
Tampere,3335000,6835000,Tampere,1971,3,833,3335000,6835000,34,-6.387096789,-17.3,0.8,1.921021234
Tampere,3335000,6835000,Tampere,1971,4,833,3335000,6835000,10,0.960000005,-3.2,5.4,0.994236263
Tampere,3335000,6835000,Tampere,1971,5,833,3335000,6835000,7,9.499999985,1.5,20.5,0.804556914
Tampere,3335000,6835000,Tampere,1971,6,833,3335000,6835000,27,13.51333329,7.2,19.5,1.7878903
Tampere,3335000,6835000,Tampere,1971,7,833,3335000,6835000,38,16.42903233,12.2,21.7,2.629444522
Tampere,3335000,6835000,Tampere,1971,8,833,3335000,6835000,67,14.60645171,10.7,19.7,4.336640591
Tampere,3335000,6835000,Tampere,1971,9,833,3335000,6835000,30,8.159999951,2.8,12.4,2.378060641
Tampere,3335000,6835000,Tampere,1971,10,833,3335000,6835000,38,3.445161281,-1.8,9.7,1.927168517
Tampere,3335000,6835000,Tampere,1971,11,833,3335000,6835000,20,-3.019999997,-12.9,6.7,1.446358885
Tampere,3335000,6835000,Tampere,1971,12,833,3335000,6835000,47,-3.609677378,-15.2,0.9,3.274863537
Tampere,3335000,6835000,Tampere,1972,1,833,3335000,6835000,8,-9.73870965,-22.7,0,0.681554201
Tampere,3335000,6835000,Tampere,1972,2,833,3335000,6835000,23,-5.755172471,-16.2,-0.1,2.024480716
Tampere,3335000,6835000,Tampere,1972,3,833,3335000,6835000,16,-3.967741955,-16,4.6,1.457645767
Tampere,3335000,6835000,Tampere,1972,4,833,3335000,6835000,78,1.236666664,-3.7,5.3,5.288895328
Tampere,3335000,6835000,Tampere,1972,5,833,3335000,6835000,35,8.890322508,2.4,18.5,2.729370324
Tampere,3335000,6835000,Tampere,1972,6,833,3335000,6835000,33,16.45666666,9,23.8,2.577756309
Tampere,3335000,6835000,Tampere,1972,7,833,3335000,6835000,76,18.94838699,15.2,23.4,5.679429019
Tampere,3335000,6835000,Tampere,1972,8,833,3335000,6835000,169,15.48709679,7.3,21.7,8.816041098
Tampere,3335000,6835000,Tampere,1972,9,833,3335000,6835000,22,9.383333405,2.5,17.1,1.460593487
Tampere,3335000,6835000,Tampere,1972,10,833,3335000,6835000,25,3.86774194,-1.6,9.2,1.869391253
Tampere,3335000,6835000,Tampere,1972,11,833,3335000,6835000,37,-0.473333354,-4.4,4.1,1.887953341
Tampere,3335000,6835000,Tampere,1972,12,833,3335000,6835000,16,0.938709666,-6.3,5.6,0.851311449
Tampere,3335000,6835000,Tampere,1973,1,833,3335000,6835000,10,-2.76774192,-9.2,3.1,0.70176429
Tampere,3335000,6835000,Tampere,1973,2,833,3335000,6835000,6,-5.582142783,-16.9,0.2,0.568112069
Tampere,3335000,6835000,Tampere,1973,3,833,3335000,6835000,16,-1.512903225,-12.7,5.8,1.387346814
Tampere,3335000,6835000,Tampere,1973,4,833,3335000,6835000,51,1.810000004,-0.6,5.8,2.507230922
Tampere,3335000,6835000,Tampere,1973,5,833,3335000,6835000,31,9.380645121,4.8,17.2,1.712697677
Tampere,3335000,6835000,Tampere,1973,6,833,3335000,6835000,58,15.94666669,8.6,23.2,3.713287727
Tampere,3335000,6835000,Tampere,1973,7,833,3335000,6835000,22,19.38387096,15,22.9,2.132190554
Tampere,3335000,6835000,Tampere,1973,8,833,3335000,6835000,51,14.00322583,7.4,19.5,2.627399057
Tampere,3335000,6835000,Tampere,1973,9,833,3335000,6835000,77,6.136666671,1.2,12.2,4.753824836
Tampere,3335000,6835000,Tampere,1973,10,833,3335000,6835000,35,1.551612903,-4.4,10.9,1.875134404
Tampere,3335000,6835000,Tampere,1973,11,833,3335000,6835000,33,-4.06333334,-13.3,4.4,2.056947856
Tampere,3335000,6835000,Tampere,1973,12,833,3335000,6835000,29,-8.996774203,-27.9,2.7,1.526116725
Tampere,3335000,6835000,Tampere,1974,1,833,3335000,6835000,43,-3.822580676,-11.1,0.2,2.304740323
Tampere,3335000,6835000,Tampere,1974,2,833,3335000,6835000,56,-1.250000001,-6.1,2.1,3.388433485
Tampere,3335000,6835000,Tampere,1974,3,833,3335000,6835000,23,-2.351612928,-8.2,1.9,3.265657075
Tampere,3335000,6835000,Tampere,1974,4,833,3335000,6835000,7,1.65999998,-4.6,8.4,1.104327954
Tampere,3335000,6835000,Tampere,1974,5,833,3335000,6835000,24,6.770967741,1.1,14.6,2.276103065
Tampere,3335000,6835000,Tampere,1974,6,833,3335000,6835000,64,14.18333324,8.4,20.3,3.857221917
Tampere,3335000,6835000,Tampere,1974,7,833,3335000,6835000,100,14.86451614,11.7,17.6,4.080111742
Tampere,3335000,6835000,Tampere,1974,8,833,3335000,6835000,69,13.87741932,10.4,17.2,4.192927994
Tampere,3335000,6835000,Tampere,1974,9,833,3335000,6835000,95,11.37666669,7.8,17,5.139994186
Tampere,3335000,6835000,Tampere,1974,10,833,3335000,6835000,84,4.322580657,0.2,11.3,3.925927053
Tampere,3335000,6835000,Tampere,1974,11,833,3335000,6835000,72,0.990000011,-2.3,4.9,3.58733404
Tampere,3335000,6835000,Tampere,1974,12,833,3335000,6835000,72,-0.093548404,-8.9,4.2,2.879665452
Tampere,3335000,6835000,Tampere,1975,1,833,3335000,6835000,48,-2.606451601,-17.5,4.4,2.89641974
Tampere,3335000,6835000,Tampere,1975,2,833,3335000,6835000,5,-3.832142825,-15,2.6,0.611832186
Tampere,3335000,6835000,Tampere,1975,3,833,3335000,6835000,28,-1.045161303,-8.3,2.9,2.196282294
Tampere,3335000,6835000,Tampere,1975,4,833,3335000,6835000,28,2.353333297,-1.5,10.9,1.337350271
Tampere,3335000,6835000,Tampere,1975,5,833,3335000,6835000,44,10.5806452,2.2,19.1,3.030667622
Tampere,3335000,6835000,Tampere,1975,6,833,3335000,6835000,51,12.54333332,4.1,18.8,3.602202391
Tampere,3335000,6835000,Tampere,1975,7,833,3335000,6835000,28,16.76129027,12.4,20.2,2.37142487
Tampere,3335000,6835000,Tampere,1975,8,833,3335000,6835000,34,15.00967739,10.6,21.4,1.938295449
Tampere,3335000,6835000,Tampere,1975,9,833,3335000,6835000,84,11.8233333,6.1,15.6,4.787915823
Tampere,3335000,6835000,Tampere,1975,10,833,3335000,6835000,34,4.164516136,-4.4,12.4,2.385439704
Tampere,3335000,6835000,Tampere,1975,11,833,3335000,6835000,22,0.403333335,-7.2,6.1,1.659524929
Tampere,3335000,6835000,Tampere,1975,12,833,3335000,6835000,34,-3.367741857,-13.4,2.7,1.776791841
Tampere,3335000,6835000,Tampere,1976,1,833,3335000,6835000,21,-12.34516131,-23.9,0,1.557500065
Tampere,3335000,6835000,Tampere,1976,2,833,3335000,6835000,15,-7.758620656,-19.4,2,0.911070393
Tampere,3335000,6835000,Tampere,1976,3,833,3335000,6835000,24,-6.674193607,-13.6,2.5,1.521176681
Tampere,3335000,6835000,Tampere,1976,4,833,3335000,6835000,16,0.980000006,-3.6,5.9,1.332183412
Tampere,3335000,6835000,Tampere,1976,5,833,3335000,6835000,4,10.61612905,0.2,16.2,0.427546137
Tampere,3335000,6835000,Tampere,1976,6,833,3335000,6835000,34,12.47666667,6.6,19.8,2.374190727
Tampere,3335000,6835000,Tampere,1976,7,833,3335000,6835000,115,14.89354838,10.3,18.8,6.293878234
Tampere,3335000,6835000,Tampere,1976,8,833,3335000,6835000,24,14.54838704,10.6,18,2.445535762
Tampere,3335000,6835000,Tampere,1976,9,833,3335000,6835000,55,6.733333337,-0.7,12.3,4.144654499
Tampere,3335000,6835000,Tampere,1976,10,833,3335000,6835000,23,0.532258053,-3.2,7.1,1.692488147
Tampere,3335000,6835000,Tampere,1976,11,833,3335000,6835000,34,-0.493333363,-9.6,5,1.591644852
Tampere,3335000,6835000,Tampere,1976,12,833,3335000,6835000,26,-5.983871007,-22.9,2.2,1.933852359
Tampere,3335000,6835000,Tampere,1977,1,833,3335000,6835000,34,-7.525806558,-21.2,0.3,1.955417069
Tampere,3335000,6835000,Tampere,1977,2,833,3335000,6835000,24,-10.05357138,-26.6,-2.9,1.353029132
Tampere,3335000,6835000,Tampere,1977,3,833,3335000,6835000,26,-2.619354831,-16.8,3.2,1.593670275
Tampere,3335000,6835000,Tampere,1977,4,833,3335000,6835000,59,0.610000006,-8.3,7.5,2.988291327
Tampere,3335000,6835000,Tampere,1977,5,833,3335000,6835000,54,8.400000018,4.7,16.9,2.886378838
Tampere,3335000,6835000,Tampere,1977,6,833,3335000,6835000,36,13.95999991,6.8,24.1,2.469119625
Tampere,3335000,6835000,Tampere,1977,7,833,3335000,6835000,114,14.41935484,8.5,19.9,5.081909725
Tampere,3335000,6835000,Tampere,1977,8,833,3335000,6835000,31,13.75161297,8.8,20,3.193743885
Tampere,3335000,6835000,Tampere,1977,9,833,3335000,6835000,63,8.05333333,3.2,16.6,3.166091902
Tampere,3335000,6835000,Tampere,1977,10,833,3335000,6835000,60,4.293548372,-1.4,9.2,2.897533248
Tampere,3335000,6835000,Tampere,1977,11,833,3335000,6835000,69,0.669999997,-7.3,7.9,2.654209409
Tampere,3335000,6835000,Tampere,1977,12,833,3335000,6835000,13,-5.567741948,-20.7,1.6,0.807225435
Tampere,3335000,6835000,Tampere,1978,1,833,3335000,6835000,17,-7.290322622,-21.4,1.8,1.479610527
Tampere,3335000,6835000,Tampere,1978,2,833,3335000,6835000,6,-14.00357142,-26,-0.3,0.786795792
Tampere,3335000,6835000,Tampere,1978,3,833,3335000,6835000,51,-3.587096736,-15.2,3.8,2.950123015
Tampere,3335000,6835000,Tampere,1978,4,833,3335000,6835000,15,0.81666667,-3.2,4.8,1.525642883
Tampere,3335000,6835000,Tampere,1978,5,833,3335000,6835000,4,9.774193579,1.5,17.7,0.499462076
Tampere,3335000,6835000,Tampere,1978,6,833,3335000,6835000,92,14.25666656,8.3,19.8,5.192390542
Tampere,3335000,6835000,Tampere,1978,7,833,3335000,6835000,37,15.18709672,10.9,20.7,2.344061359
Tampere,3335000,6835000,Tampere,1978,8,833,3335000,6835000,80,13.17096781,8.1,21.6,3.528684302
Tampere,3335000,6835000,Tampere,1978,9,833,3335000,6835000,78,7.55999992,0.4,14.4,4.351773321
Tampere,3335000,6835000,Tampere,1978,10,833,3335000,6835000,18,3.119354819,-4,10.3,1.875707752
Tampere,3335000,6835000,Tampere,1978,11,833,3335000,6835000,50,1.226666688,-7.7,6.8,3.043742403
Tampere,3335000,6835000,Tampere,1978,12,833,3335000,6835000,5,-13.85161289,-29.8,-2.8,0.582910753
Tampere,3335000,6835000,Tampere,1979,1,833,3335000,6835000,45,-9.441935478,-23.3,0.1,2.605618413
Tampere,3335000,6835000,Tampere,1979,2,833,3335000,6835000,11,-10.85714292,-27.5,-0.2,1.342724861
Tampere,3335000,6835000,Tampere,1979,3,833,3335000,6835000,21,-1.896774181,-15.3,2.5,1.165821506
Tampere,3335000,6835000,Tampere,1979,4,833,3335000,6835000,20,1.309999999,-5.9,5.6,1.625939163
Tampere,3335000,6835000,Tampere,1979,5,833,3335000,6835000,30,10.58064512,2.9,20.2,2.387242076
Tampere,3335000,6835000,Tampere,1979,6,833,3335000,6835000,25,15.59666675,10.9,21.3,2.134823474
Tampere,3335000,6835000,Tampere,1979,7,833,3335000,6835000,150,14.56129028,11.2,18.2,5.196773192
Tampere,3335000,6835000,Tampere,1979,8,833,3335000,6835000,62,15.1064515,11.6,19.3,3.924283374
Tampere,3335000,6835000,Tampere,1979,9,833,3335000,6835000,67,8.893333356,4.6,13.6,3.635868566
Tampere,3335000,6835000,Tampere,1979,10,833,3335000,6835000,12,3.096774197,-5.4,9.8,0.882323423
Tampere,3335000,6835000,Tampere,1979,11,833,3335000,6835000,82,0.303333323,-6.5,4.5,4.813295762
Tampere,3335000,6835000,Tampere,1979,12,833,3335000,6835000,28,-5.958064457,-20.1,2.7,1.868240504
Tampere,3335000,6835000,Tampere,1980,1,833,3335000,6835000,8.1,-9.548387064,-26.6,-0.3,0.629644037
Tampere,3335000,6835000,Tampere,1980,2,833,3335000,6835000,6,-10.1517241,-26.3,-0.2,0.619868093
Tampere,3335000,6835000,Tampere,1980,3,833,3335000,6835000,5,-6.83870971,-13.6,1.7,0.582910753
Tampere,3335000,6835000,Tampere,1980,4,833,3335000,6835000,15,3.983333359,0.7,9.6,1.252583537
Tampere,3335000,6835000,Tampere,1980,5,833,3335000,6835000,23,7.238709646,1.6,15.8,1.526821141
Tampere,3335000,6835000,Tampere,1980,6,833,3335000,6835000,42,16.8666666,11.6,21.2,4.132295012
Tampere,3335000,6835000,Tampere,1980,7,833,3335000,6835000,34,16.82580662,12.6,22.7,2.748997862
Tampere,3335000,6835000,Tampere,1980,8,833,3335000,6835000,79,14.22903209,7.8,21.4,5.743626669
Tampere,3335000,6835000,Tampere,1980,9,833,3335000,6835000,34,10.2333334,4,15.8,2.208655908
Tampere,3335000,6835000,Tampere,1980,10,833,3335000,6835000,110,4.435483903,-6.1,10.3,5.22071968
Tampere,3335000,6835000,Tampere,1980,11,833,3335000,6835000,74,-4.089999971,-15.7,2.6,4.454624357
Tampere,3335000,6835000,Tampere,1980,12,833,3335000,6835000,35,-4.887096807,-19.6,1.7,1.668171364
Tampere,3335000,6835000,Tampere,1981,1,833,3335000,6835000,32,-5.483870955,-20.1,2,1.494074317
Tampere,3335000,6835000,Tampere,1981,2,833,3335000,6835000,9,-7.846428594,-14.5,1,0.862965234
Tampere,3335000,6835000,Tampere,1981,3,833,3335000,6835000,47,-7.329032257,-19.9,3.3,3.118450125
Tampere,3335000,6835000,Tampere,1981,4,833,3335000,6835000,8,0.783333322,-5.8,4.8,0.827681987
Tampere,3335000,6835000,Tampere,1981,5,833,3335000,6835000,14,11.11612907,0,18.8,1.178663358
Tampere,3335000,6835000,Tampere,1981,6,833,3335000,6835000,148,12.57333325,6.5,20.3,7.899949076
Tampere,3335000,6835000,Tampere,1981,7,833,3335000,6835000,132,16.50967755,12.9,20.8,6.1912182
Tampere,3335000,6835000,Tampere,1981,8,833,3335000,6835000,93,13.17096772,8.2,18.1,5.531726674
Tampere,3335000,6835000,Tampere,1981,9,833,3335000,6835000,29,9.150000008,3.2,15.4,1.991072027
Tampere,3335000,6835000,Tampere,1981,10,833,3335000,6835000,113,5.332258057,0.7,12.7,3.860469635
